Date,AEE,AEP,AES,BA,COP,CVX,DD,FICO,GD,GE,J,JNJ,LMT,MRO,OXY,PODD,PXD,TDY,WFC,XOM
24/02/2023,83.731987,89.615402,25.32,198.149994,105.25,162.410004,72.919998,665.940002,231.949997,83.550003,120.849998,155.970001,480.399994,25.59,58.98,294.350006,196.570007,429.640015,46.619999,110.75
23/02/2023,84.31752,89.892876,25.389999,208.130005,105.43,161.929993,72.839996,671.669983,231.369995,82.940002,119.980003,157.729996,479.079987,25.48,59.220001,297.579987,205.059998,431.179993,46.25,110.739998
22/02/2023,84.853439,90.001892,25.389999,205.759995,104.080002,160.350006,72.910004,663.47998,233.649994,83.190002,119.870003,157.779999,479.529999,25.110001,58.419998,287.769989,205.270004,428.940002,46.009998,109.730003
21/02/2023,85.389359,90.031616,25.57,205.520004,105.309998,161,72.959999,665,233.520004,82.260002,119,158,479.190002,25.42,59.82,292.179993,205.940002,428.910004,46.240002,111.169998
17/02/2023,86.600136,91.577568,26.23,211.660004,104.120003,162.850006,75.080002,682.190002,235.259995,83.040001,121.889999,160.389999,475.630005,25.860001,60.73,296,208.960007,438.950012,47.490002,111.279999
16/02/2023,85.190865,89.882965,26.370001,212.210007,108.360001,166.570007,75.470001,687.799988,231.300003,84.050003,122.550003,158.240005,471.25,26.780001,62.5,298.910004,216.369995,438.579987,47.220001,115.730003
15/02/2023,85.180946,90.100983,26.690001,217.440002,111.650002,169.009995,76.339996,698.940002,232.470001,84.769997,122.779999,159.369995,480.51001,26.07,62.900002,297.73999,220.899994,446.440002,47.970001,116.07
14/02/2023,84.555702,89.664955,26.290001,218.449997,113.550003,172.320007,76.459999,698.059998,232.070007,83.540001,122.519997,162.039993,481.579987,27.16,66.339996,293.200012,233.720001,441.450012,48.5,116.419998
13/02/2023,85.190865,90.269455,26.35,215.649994,112.309998,171.009995,76.370003,694.23999,232.880005,82.68,122.690002,162.75,481.970001,27.33,64.760002,298.609985,232.449997,444.5,48.130001,117.800003
10/02/2023,84.853439,89.734322,26.110001,212.889999,115.059998,171.970001,75.809998,679.72998,233.220001,81.290001,121.699997,162.149994,480.829987,27.75,65.629997,294.829987,231.389999,438.359985,47.509998,119.169998
09/02/2023,83.086899,87.682968,25.58,211.990005,109.93,168.440002,75.760002,677.73999,228.660004,80.790001,121.849998,161.399994,470.089996,26.129999,63.200001,286.540009,221.320007,435.98999,47.57,114.349998
08/02/2023,84.079338,88.743324,26.16,213.5,110.790001,170,76.900002,676.849976,229.119995,81.959999,121.400002,163.610001,469.649994,26.6,63.93,288.070007,223.880005,433.799988,48.25,113.919998
07/02/2023,85.339729,90.608917,26.42,214.759995,112.019997,174.089996,77.790001,677.530029,231.960007,82.110001,122.57,163.399994,468.329987,26.870001,64.599998,289.359985,226.070007,437.390015,48.130001,114.919998
06/02/2023,85.25042,90.824936,26.209999,206.809998,107.489998,169.639999,72.360001,673.450012,232.350006,82.349998,124.919998,163.360001,469.100006,25.790001,61.549999,292.170013,218.399994,432.019989,47.68,111.730003
03/02/2023,84.654953,90.442001,26.24,206.009995,108.110001,169.449997,72.980003,681.320007,231.539993,81.959999,125.550003,164.610001,459.079987,26.030001,61.240002,295.190002,220,433.579987,47.580002,111.919998
02/02/2023,86.074142,92.837822,26.52,209.339996,111.300003,169.009995,74.540001,690.320007,231.410004,83.940002,125.400002,165.539993,457.190002,26.190001,62.470001,292.950012,220,434.029999,47.23,111.150002
01/02/2023,86.629906,92.936005,26.799999,214.75,117.699997,171.360001,74.139999,682.679993,230.449997,82.32,125.160004,164.919998,462.25,26.780001,63.5,290.529999,223.960007,429.670013,47.330002,114.739998
31/01/2023,86.213081,92.258499,27.41,213,121.870003,174.020004,73.949997,665.950012,233.059998,80.480003,123.550003,163.419998,463.26001,27.469999,64.790001,287.320007,230.350006,424.26001,46.869999,116.010002
30/01/2023,86.252785,91.18824,26.450001,209.669998,120.529999,174.199997,72.650002,644.280029,228.070007,80.830002,121,162,460.589996,27.09,64.129997,286.200012,229.830002,418.859985,46.290001,113.559998
27/01/2023,86.520737,91.384613,26.969999,211.169998,123.610001,179.449997,73.550003,660.25,227.490005,83.230003,121.910004,168.229996,459.600006,28.309999,66.540001,285.5,234.389999,422.320007,46.119999,115.610001
26/01/2023,86.788689,91.306061,27.620001,212.729996,124.650002,187.789993,73.730003,646.049988,228.110001,81.139999,122.720001,168.889999,459.809998,28.76,67.089996,286.130005,237,426.619995,45.810001,117.760002
25/01/2023,86.232925,90.67765,27.01,212.679993,120.370003,179.080002,73.529999,642.830017,226.880005,80.790001,121.900002,169.509995,454.160004,27.860001,64.519997,289.700012,236.220001,429.5,45.34,113.209999
24/01/2023,85.816109,91.021309,26.99,211.979996,118.809998,180.830002,74.940002,640.219971,235.449997,80.699997,121.349998,168.309998,449.230011,27.85,64.43,291.679993,237.740005,410.320007,44.450001,113.809998
23/01/2023,85.329811,90.982048,26.91,209.970001,120.129997,180.660004,75.300003,649.950012,232.449997,79.769997,120.709999,168.309998,441.279999,28.1,66.5,294.820007,241.449997,407.779999,45.029999,112.760002
20/01/2023,86.024521,90.500908,26.93,206.759995,121.800003,180.899994,73.970001,649.179993,232.789993,77.68,120.059998,168.740005,443.279999,27.879999,66.910004,294.309998,239.399994,404.230011,43.919998,113.349998
19/01/2023,85.389359,89.970688,26.639999,207.089996,119.639999,179,72.800003,623.859985,231.550003,76.860001,118.650002,169.529999,439.309998,27.389999,65.669998,292.380005,238.380005,400.829987,42.950001,111.32
18/01/2023,86.024521,90.775833,26.92,209.410004,118.550003,177.229996,73.18,629.969971,237,79.269997,121.989998,169.759995,441.269989,26.879999,64.419998,289.160004,233.970001,405.730011,43.380001,110.610001
17/01/2023,88.565155,93.142197,27.6,211.410004,120.239998,180.490005,74.330002,627.880005,241.139999,80.489998,124.449997,172.360001,447.160004,26.799999,64.720001,298.920013,237.899994,415.970001,44.119999,112.93
13/01/2023,89.468277,93.122559,27.860001,214.130005,121.470001,177.559998,75.199997,617.919983,240.289993,80.199997,126.010002,173.429993,449.829987,27.08,65.309998,305.890015,238.990005,416.130005,44.220001,113.150002
12/01/2023,89.071304,94.664139,27.690001,214.320007,120.160004,177.080002,74.75,605.580017,247.699997,78.860001,127.82,174,461.73999,27.379999,65.739998,306.279999,239.179993,416.130005,42.830002,113.220001
11/01/2023,89.934723,95.862038,27.73,208.029999,118.239998,175.199997,74.900002,598.969971,248.690002,77.690002,128,174.880005,463,27.049999,64.089996,303.940002,231.600006,410.980011,42.740002,111.370003
10/01/2023,88.446068,95.518379,27.23,206.690002,118.080002,176.039993,73.919998,585.859985,247.539993,75.269997,127.5,175.160004,462.290009,27.01,64.150002,299.059998,231.160004,409.25,42.360001,110.089996
09/01/2023,88.733879,96.176239,27.25,208.570007,117.360001,175.179993,73.480003,593.869995,245.210007,72.669998,125.779999,175.580002,458.98999,27.030001,64.080002,296.269989,230.160004,408.399994,42.389999,108.470001
06/01/2023,87.652115,94.781952,26.43,213,118.230003,176.559998,72.470001,601.940002,248.25,71.940002,128.509995,180.25,473.23999,26.6,63.75,292.309998,233.460007,408.540009,42.799999,110.529999
05/01/2023,85.349663,92.081757,25.870001,204.990005,116.769997,175.240005,70.870003,596.900024,244.619995,71.290001,123.610001,178.800003,477.070007,25.870001,62.220001,286.160004,227.130005,398.429993,42.419998,109.209999
04/01/2023,88.287277,93.790245,27.280001,203.639999,113.339996,172.139999,70.529999,609.039978,245.220001,70.199997,126.010002,180.130005,476.5,25.32,61.110001,279.720001,223.050003,408.480011,42.650002,106.82
03/01/2023,87.820831,93.152016,28.110001,195.389999,113.120003,173.990005,68.860001,591.190002,248.600006,66.338799,121.290001,178.190002,477.529999,25.639999,61.049999,286.380005,220.25,400.769989,41.790001,106.510002
30/12/2022,88.247574,93.230568,28.76,190.490005,118,179.490005,68.629997,598.580017,248.110001,65.409836,120.07,176.649994,486.48999,27.07,62.990002,294.390015,228.389999,399.910004,41.290001,110.300003
29/12/2022,89.329338,94.271378,28.809999,188.910004,116.389999,178.320007,68.580002,600.900024,249.229996,65.378609,121.129997,177.559998,487.049988,26.780001,62.279999,295.040009,226.679993,398.149994,41.330002,109.199997
28/12/2022,88.704094,93.633148,28.32,188.380005,115.309998,176.979996,67.800003,606.840027,246.970001,63.989071,119.199997,176.660004,483.220001,26.58,62.080002,290.040009,224.389999,390.690002,41.119999,108.379997
27/12/2022,89.59729,94.546303,28.82,189.399994,118.470001,179.630005,68.779999,614.299988,248.740005,64.668228,121.129997,177.429993,485.5,27.65,64.330002,292.049988,231.529999,397.029999,41.040001,110.190002
23/12/2022,88.852966,93.957169,28.68,189.059998,117.050003,177.399994,68.730003,616.76001,247.899994,63.848557,120.860001,177.479996,483.290009,27.440001,63.950001,292.089996,229.110001,393.75,40.98,108.68
22/12/2022,87.691811,92.759262,28.309999,188.25,112.900002,172.080002,67.550003,614.52002,246.589996,63.832943,119.879997,177.029999,479.299988,26.700001,61.799999,297.820007,220.149994,393.309998,40.68,105.879997
21/12/2022,87.929993,93.61351,28.74,196,116.279999,174.699997,68.32,614.200012,249.970001,64.777519,121.300003,177.679993,487.649994,27.74,63.73,301.470001,225.559998,399.660004,41.119999,108.059998
20/12/2022,86.540581,91.973747,28.360001,188.289993,112.650002,172.669998,67.510002,591.150024,246.619995,62.70882,118.220001,175.669998,486.149994,27.15,62.369999,298.540009,219.649994,392.149994,40.98,106.690002
19/12/2022,86.639832,92.297775,28.200001,185.679993,110.440002,169.880005,67.559998,585.650024,244.300003,60.936768,118.519997,175.479996,481.790009,27.030001,62.41,294.290009,218.070007,390.279999,41.82,105.169998
16/12/2022,87.066582,92.857452,28.34,184.699997,110.440002,168.720001,67.910004,590.630005,246.139999,60.616707,119.07,175.669998,481.790009,27.33,62.529999,298.98999,218.919998,396.459991,41.189999,104.699997
15/12/2022,87.523102,93.83934,28.709999,183.720001,112.550003,171.039993,67.809998,598.210022,245.139999,61.522247,119.589996,177.490005,478.790009,27.860001,63.16,299.130005,224.610001,405.209991,41.369999,105.440002
14/12/2022,89.111,96.706459,29.24,188.25,112.870003,172.330002,69.639999,606.679993,249.020004,63.598751,122.57,179.759995,485.190002,27.469999,63.68,311.850006,225.119995,421.070007,42.18,106.459999
13/12/2022,90.172905,96.834114,29.27,187.130005,113.410004,173.529999,70.860001,620.559998,248.729996,64.699455,122.760002,179.210007,480.220001,27.68,64.279999,313,224.820007,420.910004,42.619999,107.25
12/12/2022,90.004196,96.765381,29.110001,186.270004,111.779999,169.75,69.870003,616.309998,249.619995,64.957062,121.160004,177.839996,486.320007,27.18,64.029999,300.839996,218.960007,419.799988,42.860001,106.089996
09/12/2022,87.939926,94.831055,28.52,179.539993,110.019997,168,68.889999,615.450012,247.039993,63.583138,121.360001,175.740005,483.579987,26.17,62.599998,302.320007,214,405.690002,42.5,103.540001
08/12/2022,87.513176,95.950409,28.34,179.080002,112.599998,173.539993,69.849998,624.98999,247.679993,65.284935,122.050003,177.199997,485.380005,26.84,63.709999,303.339996,221.279999,411.230011,42.580002,104.419998
07/12/2022,85.955048,94.919426,27.98,176.5,114.879997,172.520004,69.699997,613.5,246.210007,66.354408,122.720001,177.169998,481.200012,27.41,63.950001,304.890015,229.380005,411.130005,42.450001,103.650002
06/12/2022,86.629906,94.624863,28.129999,178.429993,115.610001,172.009995,69.970001,609.609985,248.279999,66.57299,121.889999,176.100006,484,27.450001,64.139999,299.959991,226.139999,413.26001,43.400002,103.879997
05/12/2022,86.004669,92.808357,28.370001,185.100006,119.370003,176.559998,70.419998,612.099976,250.910004,66.088989,121.879997,178.779999,490.670013,28.52,66.360001,302.429993,230.369995,423.529999,43.66,106.849998
02/12/2022,86.783394,93.397491,28.67,182.869995,122.18,181.029999,71.559998,621.320007,255.740005,67.822014,125.089996,178.880005,496.230011,29.74,68.209999,308.059998,239.410004,427.190002,45.939999,109.860001
01/12/2022,87.433968,94.732864,28.719999,175.779999,123.059998,182.490005,70.419998,621.140015,252.270004,66.557381,124.540001,178.740005,483.690002,30.09,68.800003,308,239.070007,424.450012,46.869999,110.800003
30/11/2022,88.04512,95.047073,28.92,178.880005,123.510002,183.309998,70.510002,619.719971,252.389999,67.111633,126.540001,178,485.190002,30.629999,69.489998,299.369995,235.990005,420.100006,47.950001,111.339996
29/11/2022,85.994804,92.936005,28.26,175.320007,124.25,181.029999,69.459999,590.73999,251.220001,66.869637,122.769997,176.089996,484.100006,30.35,69.110001,288.559998,240.779999,408.779999,47.57,110.540001
28/11/2022,86.684822,93.495682,28.040001,171.830002,123.839996,178.360001,69.349998,587.679993,250.490005,66.721313,121.769997,177.330002,483.209991,29.809999,68.230003,292.309998,245.210007,413.329987,46.98,109.809998
25/11/2022,87.542397,93.74115,28.610001,178.360001,126.809998,183.699997,71.25,589.070007,253.770004,68.805618,123.620003,177.240005,483.459991,30.379999,70.279999,293.700012,254.139999,420.170013,47.439999,113.209999
23/11/2022,86.881958,93.407303,28.48,174.850006,126.739998,184.240005,71.809998,579.289978,252.289993,68.594849,122.699997,177.009995,481.070007,30.65,71.120003,292.630005,254.369995,419.940002,47.330002,113.610001
22/11/2022,85.984955,92.013023,28.08,172.5,129.979996,185.889999,71.139999,577.900024,251.520004,68.149879,123.5,176.820007,479.5,31.190001,72.769997,289.730011,251.080002,415.200012,47.110001,114.18
21/11/2022,85.52166,91.463173,28.07,172.940002,125.489998,181.240005,69.769997,581.48999,250.580002,67.049179,122.32,175.970001,480.940002,30.040001,69.589996,290.600006,244.509995,404.859985,46.84,110.970001
18/11/2022,84.949936,89.627029,27.66,173.889999,128.589996,182.990005,69.379997,576.200012,248.220001,66.729118,126.040001,176.199997,476.820007,30.799999,71.25,295.529999,249.940002,407.089996,46.5,112.080002
17/11/2022,82.396896,87.457054,27.469999,172.779999,131.190002,184.089996,69.339996,586.710022,246.520004,66.658859,124.260002,174.860001,472.769989,31.299999,71.459999,297.450012,256.559998,404.76001,45.990002,113.059998
16/11/2022,83.274208,88.114914,27.959999,172.690002,129.240005,184.990005,69.129997,617.869995,244.869995,66.276344,124.879997,173.460007,466.23999,31.450001,71.93,299.23999,254.110001,414.529999,46.209999,112.910004
15/11/2022,82.229332,87.604332,27.780001,175.350006,134.089996,188.050003,70.669998,616.48999,246.139999,68.024979,124.800003,172.389999,467.25,32.939999,74.43,305.670013,262.390015,413.269989,46.709999,114.129997
14/11/2022,81.30275,87.054474,27.530001,173.550003,133.029999,186.550003,70.57,592.900024,242.820007,67.002342,124.080002,171.910004,462.040009,32.5,73.279999,290.079987,255.440002,407.019989,46.869999,113.370003
11/11/2022,82.13076,88.350571,28.08,177.490005,133.960007,186.460007,70.809998,607.570007,243.130005,67.377052,125.720001,169.25,463.859985,32.880001,74.330002,293.670013,255.630005,412.98999,47.549999,113.949997
10/11/2022,84.082497,90.137619,28.219999,177.580002,129.460007,181.300003,69.650002,581.780029,253.479996,66.651054,125.709999,174.470001,490.769989,31.6,70.480003,304.959991,245.449997,421.25,47.950001,110.5
09/11/2022,80.405731,86.229683,26.25,168.740005,125.260002,177.929993,67.029999,443.769989,249.520004,64.910225,116.989998,172.449997,485.179993,30.629999,67.93,294.929993,241.740005,405.359985,45.970001,108.900002
08/11/2022,81.154892,86.818825,26.49,169.619995,134.440002,185.339996,66.279999,450.529999,252.539993,65.573769,119.370003,173.839996,494.119995,32.73,74.830002,304.299988,259.25,408.209991,47.18,114
07/11/2022,79.863586,85.602875,26.780001,164.910004,134.940002,185.610001,61.740002,436.850006,251.580002,65.152222,118.910004,172.979996,488.630005,33.029999,75.970001,303.390015,257.910004,408.279999,47.07,113.639999
04/11/2022,79.873444,87.130104,26.459999,160.009995,132.320007,183.419998,61.93,435.350006,249.360001,63.286495,118.019997,171.479996,481.670013,32.029999,73.269997,313,255.059998,395.029999,46.740002,112.309998
03/11/2022,79.98188,86.264351,26.190001,156.75,133.820007,181.130005,59.610001,436.679993,248.940002,61.186573,114.980003,170.720001,484.820007,31.42,72.160004,255.350006,255.639999,391.029999,45.540001,111.099998
02/11/2022,80.011444,85.807152,25.83,147.410004,126.510002,178.5,60.540001,447.5,246.369995,60.421547,113.120003,170.429993,482.059998,29.76,71.099998,261.700012,252.919998,390.679993,46.880001,109.610001
01/11/2022,80.947891,86.118431,26.34,143.380005,127.779999,182.220001,58.700001,476.119995,249.910004,61.053864,114.480003,173.089996,485.630005,30.93,73.800003,266.070007,252.929993,400.959991,46.950001,111.910004
31/10/2022,80.356445,85.525047,26.16,142.509995,126.089996,180.899994,57.200001,478.839996,249.800003,60.741608,115.220001,173.970001,486.679993,30.450001,72.599998,258.809998,256.410004,397.980011,45.990002,110.809998
28/10/2022,81.154892,86.964737,26.459999,143.839996,127.169998,179.979996,57.560001,485.109985,250.720001,61.147541,117.029999,174.869995,484.869995,30.16,71.839996,255.550003,257.309998,395.140015,46.349998,110.699997
27/10/2022,79.134148,84.805214,25.77,139.759995,126.639999,177.899994,56.77,474.570007,248,59.328648,114.169998,172.309998,471.929993,30.52,71.870003,243.309998,265.839996,379.929993,45.650002,107.550003
26/10/2022,78.375137,85.067856,25.450001,133.789993,126.57,177.089996,57.09,447.559998,245.699997,58.907104,113.529999,172.210007,462.559998,30.18,72.519997,243.600006,265.48999,376.670013,45.700001,107.139999
25/10/2022,78.384995,85.038673,25.190001,146.649994,123.940002,174.929993,56.959999,432.75,245.75,56.986729,112.589996,170.710007,460.149994,29.65,71.089996,238.029999,264.829987,360.390015,45.369999,105.879997
24/10/2022,76.758553,83.657356,24.6,142.050003,125.139999,173.130005,56.009998,415.880005,243.809998,57.267761,110.849998,170.979996,457.459991,29.469999,70.830002,230.619995,268.619995,357.149994,45.200001,106.599998
21/10/2022,76.472687,83.297432,24.48,141.320007,124.489998,173.190002,55.580002,409.660004,242.600006,56.846214,115.019997,168.710007,454.609985,29.15,71.260002,227,264.350006,350.480011,44.830002,105.860001
20/10/2022,75.52639,81.643745,23.48,139.130005,121.809998,168.960007,53.759998,408.589996,237.440002,54.621391,113.019997,165.110001,444.339996,28.23,68.849998,212.220001,254.020004,340.48999,43.650002,103.93
19/10/2022,77.438698,83.560081,24.129999,138.389999,121.110001,168,54.099998,408.950012,239.369995,55.058548,114.150002,164.690002,439.959991,28.35,68.459999,215.820007,250.550003,348.51001,43.619999,103.790001
18/10/2022,78.22728,84.22155,24.4,137.339996,117.889999,162.720001,55.169998,420.01001,237.479996,55.191257,115.790001,166.009995,431.839996,27.559999,67.779999,227.470001,244.539993,346.149994,44.669998,100.800003
17/10/2022,76.60083,82.733238,23.879999,136.089996,118.360001,161.309998,53.220001,409.279999,228.839996,53.575333,113.260002,166.589996,397.309998,27.139999,67.360001,224.160004,244.050003,341.350006,43.959999,100.620003
14/10/2022,75.161674,81.244904,23.309999,133.149994,117.959999,160.139999,52.099998,400.410004,221.169998,52.747852,110.099998,164.460007,389.410004,27.049999,66.68,221.119995,239.889999,331.100006,43.169998,99.190002
13/10/2022,76.088257,82.470589,24.4,132.399994,122.739998,165.279999,53.310001,404.070007,229.130005,53.03669,111.68,165.149994,405.959991,28.33,68,234.259995,253.449997,341.23999,42.380001,101.870003
12/10/2022,73.870369,79.513397,24.129999,130.419998,116.300003,157.639999,51.580002,405.309998,223.320007,50.538643,109.580002,162.690002,397.420013,27.440001,65.110001,232.550003,246.889999,332.079987,40.509998,98.43
11/10/2022,76.768402,82.558128,24.68,131.570007,115.580002,157.169998,51.799999,405.730011,227.740005,49.960968,111.959999,162.729996,411.059998,27.040001,64.029999,232.779999,246.130005,333.160004,40.23,98
10/10/2022,76.581116,82.149574,24.889999,131.899994,116.800003,157.139999,51.73,396.309998,225.410004,50.725994,112.910004,160.410004,409.98999,27.52,65.629997,231.929993,249.600006,337.899994,41.450001,98.839996
07/10/2022,75.861534,80.72934,24.92,129.789993,118.510002,160.029999,52.360001,402.200012,223.679993,50.398125,112.389999,160.199997,403.959991,27.940001,69.800003,237.289993,256.880005,340.130005,41.790001,101.029999
06/10/2022,77.714699,82.207947,25.4,132.199997,117.650002,161.419998,53.18,413.820007,223.410004,51.693989,113.779999,161.910004,399.609985,28.25,70.5,245.509995,256.700012,349.019989,42.240002,102.059998
05/10/2022,80.277596,85.311043,25.42,132.110001,115.93,158.529999,54.459999,439.980011,226.679993,52.64637,114.480003,165.110001,402.51001,27.190001,67.739998,245.070007,251.179993,354,43.310001,99.120003
04/10/2022,82.870056,88.190422,25.27,133.509995,115.620003,157.630005,54.720001,441.140015,226.639999,52.724434,116.190002,165.619995,406.109985,26.5,66.169998,244.270004,243.410004,357.630005,43.540001,95.269997
03/10/2022,81.568893,85.826607,23.559999,126.050003,109.970001,151.729996,52.43,423.910004,220.529999,49.648712,112.169998,163.199997,399.73999,24.969999,64.059998,232.970001,231.440002,347.600006,41.580002,91.919998
30/09/2022,79.400299,84.095093,22.6,121.080002,102.339996,143.669998,50.400002,412.01001,212.169998,48.32943,108.489998,163.360001,386.290009,22.58,61.450001,229.399994,216.529999,337.470001,40.220001,87.309998
29/09/2022,81.312607,86.64373,22.75,125.330002,103.660004,144.770004,50.650002,424.839996,214.429993,48.969555,108.800003,164.529999,389.790009,22.799999,62.110001,231.179993,216.5,344.179993,40.5,88.68
28/09/2022,84.772514,91.011414,23.030001,133.440002,103,145.779999,51.25,433.029999,220.449997,50.320061,110.470001,166.360001,400,22.67,61.41,236.139999,215.139999,350,40.810001,88.860001
27/09/2022,83.89521,90.33049,22.24,127.510002,98.760002,141.020004,50.09,425.570007,218.669998,50.327869,109.290001,164.940002,399.73999,21.389999,58.529999,230.589996,206.779999,343.76001,40.029999,85.739998
26/09/2022,85.472374,93.025032,22.959999,127.339996,99.199997,140.960007,50.049999,428.179993,220.429993,50.234192,111.800003,165.699997,407.649994,21.09,57.880001,231.589996,205.410004,348.540009,40.009998,83.980003
23/09/2022,87.808548,95.077553,24.290001,131.259995,100.589996,144.770004,50.740002,427.910004,221.899994,50.39032,113.910004,166.720001,413.070007,21.9,58.73,234.190002,208.990005,351.399994,40.41,85.75
22/09/2022,89.11956,96.186501,25.030001,138.710007,110.059998,154.889999,52.490002,439.589996,228.089996,51.02264,116.160004,166.179993,422.079987,24.59,61.880001,241.25,226.649994,360.339996,41.52,90.57
21/09/2022,89.168846,95.884941,25.4,143.289993,111.089996,155.009995,53.150002,449.700012,228.199997,50.913349,116.330002,163.279999,420.200012,25.18,62.68,250.389999,228,368.149994,42.27,90.949997
20/09/2022,89.937714,97.042526,25.889999,145.940002,112.07,156.279999,54.25,450.070007,229.110001,51.982826,119.190002,164.970001,420.579987,25.76,64.279999,255.039993,231.740005,372.839996,43.41,92.440002
19/09/2022,90.98259,98.355751,26.6,144.880005,112.870003,156.899994,55.330002,449.839996,229.029999,52.341919,120.529999,166.279999,416.519989,25.93,64.68,254.639999,234.850006,372.059998,44.32,93.199997
16/09/2022,90.420723,97.62619,25.92,144.289993,113.129997,156.449997,53.98,465.950012,227.449997,51.826698,117.269997,167.600006,414.290009,26.219999,64.410004,255,239.5,371.359985,43.939999,93.209999
15/09/2022,89.878571,97.460823,26.690001,149.779999,115.559998,160.619995,55.130001,458,228.460007,53.793911,119.43,165.080002,413.589996,26.799999,65.089996,259.140015,244.279999,372.299988,44.139999,94.830002
14/09/2022,92.392181,100.505554,27.030001,149.259995,117.709999,163.270004,55.810001,463.980011,230.729996,54.668228,119.690002,164.660004,416.630005,27.360001,67.199997,263.600006,251.699997,380.209991,43.279999,97.669998
13/09/2022,91.751457,99.416054,26.83,147.309998,112.330002,159.410004,56.650002,454.329987,227.979996,55.300545,119.93,161.330002,409.329987,26.49,65.339996,252.720001,242,374.959991,43.220001,95.330002
12/09/2022,94.560776,102.31488,27.59,158.720001,114.389999,162.5,59.549999,460.670013,235.440002,58.797813,124.449997,165.639999,418.640015,27.200001,66.800003,268,248.679993,390,45.529999,97.610001
09/09/2022,94.245338,101.857689,27.43,157.520004,111.970001,159.970001,58.389999,451.769989,231.610001,57.798595,125.040001,165.710007,421.529999,26.35,65.610001,268.910004,239.619995,387.649994,45.330002,96.5
08/09/2022,93.466614,101.147583,27.370001,157.789993,108.32,155.949997,57.43,451.609985,227.690002,57.587822,123.279999,165.389999,419.649994,25.610001,64.610001,269.630005,234.020004,380.070007,45.23,94.910004
07/09/2022,94.245338,101.886871,27.18,155.949997,106.760002,155.110001,56.259998,449.540009,227.740005,57.439499,123.260002,164.070007,420.140015,24.92,65.43,262.839996,234.539993,377.01001,43.84,94.139999
06/09/2022,90.903725,98.793495,26.049999,152.389999,108.629997,157.119995,54.25,441.630005,224.550003,56.33099,119.910004,163.179993,417.779999,25.52,66.879997,249.789993,238.990005,366.720001,42.880001,94.949997
02/09/2022,91.022018,98.336296,26.15,151.820007,110.260002,157.850006,54.759998,439.779999,224.880005,56.541763,118.800003,162.740005,418.570007,25.709999,68.769997,254.350006,241.759995,367.709991,43.380001,95.589996
01/09/2022,91.93293,99.591164,25.85,153.660004,107.529999,155.539993,55.23,442.820007,225.369995,57.049179,123.349998,165.339996,422.609985,24.92,68.400002,259.529999,247.800003,371.980011,43.700001,93.870003
31/08/2022,90.718384,97.470543,25.450001,160.25,109.449997,158.059998,55.639999,449.399994,228.929993,57.330212,124.580002,161.339996,420.109985,25.59,71,255.470001,253.220001,368.359985,43.709999,95.589996
30/08/2022,91.423592,98.579491,25.440001,162.210007,110.5,160.619995,57.099998,455.829987,231.119995,58.649494,124.440002,162.429993,425.109985,25.58,72.010002,258.220001,254.710007,371.190002,44.139999,96.309998
29/08/2022,93.29438,100.126183,25.48,165.419998,113.419998,164.630005,57.939999,462.540009,233.699997,59.36768,128.270004,163,429.679993,26.790001,75.260002,263.779999,262.5,377.73999,43.919998,100.120003
26/08/2022,92.843834,99.046417,25.629999,164.529999,112.120003,163.410004,57.82,476.850006,232.589996,58.758781,127.559998,164.270004,431.130005,26.16,73.550003,267.170013,257.380005,383.700012,43.970001,97.870003
25/08/2022,94.342422,100.563919,26.27,169.380005,112.080002,164.619995,60.59,485.579987,238.009995,60.999218,133.679993,167.130005,438.640015,26.370001,74.480003,282.859985,259.890015,393.269989,45.389999,99.089996
24/08/2022,93.774323,99.863541,25.57,163.600006,110.519997,163.190002,59.34,478.720001,234.490005,59.906322,131.520004,165.580002,433.709991,26.290001,74.910004,273.700012,256.820007,386.630005,44.639999,98.580002
23/08/2022,93.382538,99.902443,24.809999,160.070007,108.449997,161.990005,59.369999,476.130005,234,59.406715,131.020004,166.130005,433.119995,25.709999,73.790001,259.880005,251.770004,383.579987,44.369999,98
22/08/2022,93.86248,100.593109,24.969999,158.979996,105.239998,156.899994,58.259998,477.920013,234.490005,58.37627,131.839996,167.589996,432.329987,24.65,69.029999,261.890015,243.449997,385.470001,44.41,94.010002
19/08/2022,95.351273,102.081429,25.58,162.919998,105.139999,157.690002,60.48,489.790009,241.669998,60.671352,135.919998,169.309998,440.029999,24.459999,71.290001,267.420013,242,397.109985,45.349998,94.080002
18/08/2022,94.714607,101.526955,26.02,168.690002,104.879997,159.020004,61.950001,497.380005,243.690002,61.834503,135.110001,166.770004,439.350006,24.6,64.879997,271.320007,241.809998,403.480011,46.139999,94.379997
17/08/2022,94.362,101.488045,25.01,167.199997,101.360001,157.699997,61.950001,499.179993,242.690002,62.38876,134.669998,167.580002,441.589996,23.41,62.970001,266.600006,232.5,399.98999,46.139999,92.199997
16/08/2022,94.048576,101.614502,25.059999,172.080002,100.099998,156.410004,62.68,501.48999,241.479996,63.286495,134.210007,167.570007,440.160004,23.049999,63.509998,268.609985,229.119995,405.25,46.060001,91.459999
15/08/2022,94.019188,101.711777,25.18,170.470001,100.769997,156.809998,62.700001,489.790009,241.25,62.302887,133.5,166.089996,438.01001,23.389999,64.339996,270.640015,229.940002,401.929993,45.75,92.32
