 AAPL , AAPL-MSE , MSFT , MSFT-MSE , AMZN , AMZN-MSE , GOOGL , GOOGL-MSE , BRK-B , BRK.B-MSE , TSLA , TSLA-MSE , NVDA , NVDA-MSE , GOOG , GOOG-MSE , UNH , UNH-MSE , JPM , JPM-MSE , AVGO , AVGO-MSE , V , V-MSE , BAC , BAC-MSE , HD , HD-MSE , MA , MA-MSE , MRK , MRK-MSE , ABBV , ABBV-MSE , LLY , LLY-MSE , UPS , UPS-MSE , CAT , CAT-MSE 
AAPL_t1_L3_U128_U128_U128_B64_D02,0.048754036,MSFT_t1_L3_U128_U128_U128_B64_D02,0.028765731,AMZN_t1_L3_U128_U128_U128_B64_D02,0.03527388,GOOGL_t1_L3_U128_U128_U128_B64_D02,0.056884274,BRK-B_t1_L3_U128_U128_U128_B64_D02,0.038860194,TSLA_t1_L3_U128_U128_U128_B64_D02,0.032732733,NVDA_t1_L3_U128_U128_U128_B64_D02,0.153350234,GOOG_t1_L3_U128_U128_U128_B64_D02,0.034469336,UNH_t1_L3_U128_U128_U128_B64_D02,0.056733891,JPM_t1_L3_U128_U128_U128_B64_D02,0.037581682,AVGO_t1_L3_U128_U128_U128_B64_D02,0.027853247,V_t1_L3_U128_U128_U128_B64_D02,0.038643129,BAC_t1_L3_U128_U128_U128_B64_D02,0.040357638,HD_t1_L3_U128_U128_U128_B64_D02,0.027853247,MA_t1_L3_U128_U128_U128_B64_D02,0.040253818,MRK_t1_L3_U128_U128_U128_B64_D02,0.023301618,ABBV_t1_L3_U128_U128_U128_B64_D02,0.023064679,LLY_t1_L3_U128_U128_U128_B64_D02,0.028015155,UPS_t1_L3_U128_U128_U128_B64_D02,0.019123115,CAT_t1_L3_U128_U128_U128_B64_D02,0.008860891
AAPL_t1_L3_U128_U128_U64_B64_D02,0.051891532,MSFT_t1_L3_U128_U128_U64_B64_D02,0.049126931,AMZN_t1_L3_U128_U128_U64_B64_D02,0.039838057,GOOGL_t1_L3_U128_U128_U64_B64_D02,0.026192367,BRK-B_t1_L3_U128_U128_U64_B64_D02,0.01287399,TSLA_t1_L3_U128_U128_U64_B64_D02,0.014069885,NVDA_t1_L3_U128_U128_U64_B64_D02,0.034474052,GOOG_t1_L3_U128_U128_U64_B64_D02,0.038138408,UNH_t1_L3_U128_U128_U64_B64_D02,0.032793384,JPM_t1_L3_U128_U128_U64_B64_D02,0.030024294,AVGO_t1_L3_U128_U128_U64_B64_D02,0.039230105,V_t1_L3_U128_U128_U64_B64_D02,0.024120683,BAC_t1_L3_U128_U128_U64_B64_D02,0.016092403,HD_t1_L3_U128_U128_U64_B64_D02,0.039230105,MA_t1_L3_U128_U128_U64_B64_D02,0.039688796,MRK_t1_L3_U128_U128_U64_B64_D02,0.018240146,ABBV_t1_L3_U128_U128_U64_B64_D02,0.040602472,LLY_t1_L3_U128_U128_U64_B64_D02,0.009915444,UPS_t1_L3_U128_U128_U64_B64_D02,0.04058674,CAT_t1_L3_U128_U128_U64_B64_D02,0.015599668
AAPL_t1_L3_U128_U64_U64_B64_D02,0.033146642,MSFT_t1_L3_U128_U64_U64_B64_D02,0.022816779,AMZN_t1_L3_U128_U64_U64_B64_D02,0.026324438,GOOGL_t1_L3_U128_U64_U64_B64_D02,0.016594004,BRK-B_t1_L3_U128_U64_U64_B64_D02,0.010086485,TSLA_t1_L3_U128_U64_U64_B64_D02,0.017096449,NVDA_t1_L3_U128_U64_U64_B64_D02,0.049786761,GOOG_t1_L3_U128_U64_U64_B64_D02,0.024889437,UNH_t1_L3_U128_U64_U64_B64_D02,0.040539145,JPM_t1_L3_U128_U64_U64_B64_D02,0.022406263,AVGO_t1_L3_U128_U64_U64_B64_D02,0.023004614,V_t1_L3_U128_U64_U64_B64_D02,0.046449624,BAC_t1_L3_U128_U64_U64_B64_D02,0.038860194,HD_t1_L3_U128_U64_U64_B64_D02,0.023004614,MA_t1_L3_U128_U64_U64_B64_D02,0.035233103,MRK_t1_L3_U128_U64_U64_B64_D02,0.044170782,ABBV_t1_L3_U128_U64_U64_B64_D02,0.027980477,LLY_t1_L3_U128_U64_U64_B64_D02,0.004685984,UPS_t1_L3_U128_U64_U64_B64_D02,0.011915899,CAT_t1_L3_U128_U64_U64_B64_D02,0.006793878
AAPL_t1_L3_U64_U64_U64_B64_D02,0.021989727,MSFT_t1_L3_U64_U64_U64_B64_D02,0.024847658,AMZN_t1_L3_U64_U64_U64_B64_D02,0.026038118,GOOGL_t1_L3_U64_U64_U64_B64_D02,0.015806926,BRK-B_t1_L3_U64_U64_U64_B64_D02,0.023295581,TSLA_t1_L3_U64_U64_U64_B64_D02,0.023901483,NVDA_t1_L3_U64_U64_U64_B64_D02,0.026620982,GOOG_t1_L3_U64_U64_U64_B64_D02,0.023320878,UNH_t1_L3_U64_U64_U64_B64_D02,0.030991511,JPM_t1_L3_U64_U64_U64_B64_D02,0.019147858,AVGO_t1_L3_U64_U64_U64_B64_D02,0.009367115,V_t1_L3_U64_U64_U64_B64_D02,0.034780748,BAC_t1_L3_U64_U64_U64_B64_D02,0.01287399,HD_t1_L3_U64_U64_U64_B64_D02,0.009367115,MA_t1_L3_U64_U64_U64_B64_D02,0.031938765,MRK_t1_L3_U64_U64_U64_B64_D02,0.00975409,ABBV_t1_L3_U64_U64_U64_B64_D02,0.037594777,LLY_t1_L3_U64_U64_U64_B64_D02,0.025785318,UPS_t1_L3_U64_U64_U64_B64_D02,0.010411074,CAT_t1_L3_U64_U64_U64_B64_D02,0.015352811
AAPL_t1_L3_U64_U64_U32_B64_D02,0.047315005,MSFT_t1_L3_U64_U64_U32_B64_D02,0.023601135,AMZN_t1_L3_U64_U64_U32_B64_D02,0.022020524,GOOGL_t1_L3_U64_U64_U32_B64_D02,0.008518626,BRK-B_t1_L3_U64_U64_U32_B64_D02,0.012118164,TSLA_t1_L3_U64_U64_U32_B64_D02,0.021835668,NVDA_t1_L3_U64_U64_U32_B64_D02,0.075989611,GOOG_t1_L3_U64_U64_U32_B64_D02,0.021947633,UNH_t1_L3_U64_U64_U32_B64_D02,0.030031633,JPM_t1_L3_U64_U64_U32_B64_D02,0.015834572,AVGO_t1_L3_U64_U64_U32_B64_D02,0.024985736,V_t1_L3_U64_U64_U32_B64_D02,0.013020671,BAC_t1_L3_U64_U64_U32_B64_D02,0.010086485,HD_t1_L3_U64_U64_U32_B64_D02,0.024985736,MA_t1_L3_U64_U64_U32_B64_D02,0.047627315,MRK_t1_L3_U64_U64_U32_B64_D02,0.040647477,ABBV_t1_L3_U64_U64_U32_B64_D02,0.025701826,LLY_t1_L3_U64_U64_U32_B64_D02,0.042553376,UPS_t1_L3_U64_U64_U32_B64_D02,0.028568923,CAT_t1_L3_U64_U64_U32_B64_D02,0.015617847
AAPL_t1_L3_U64_U32_U32_B64_D02,0.040759776,MSFT_t1_L3_U64_U32_U32_B64_D02,0.024963649,AMZN_t1_L3_U64_U32_U32_B64_D02,0.021661667,GOOGL_t1_L3_U64_U32_U32_B64_D02,0.020505719,BRK-B_t1_L3_U64_U32_U32_B64_D02,0.018621167,TSLA_t1_L3_U64_U32_U32_B64_D02,0.012726962,NVDA_t1_L3_U64_U32_U32_B64_D02,0.03855294,GOOG_t1_L3_U64_U32_U32_B64_D02,0.023445146,UNH_t1_L3_U64_U32_U32_B64_D02,0.037569076,JPM_t1_L3_U64_U32_U32_B64_D02,0.013118897,AVGO_t1_L3_U64_U32_U32_B64_D02,0.024133628,V_t1_L3_U64_U32_U32_B64_D02,0.014704906,BAC_t1_L3_U64_U32_U32_B64_D02,0.023295581,HD_t1_L3_U64_U32_U32_B64_D02,0.024133628,MA_t1_L3_U64_U32_U32_B64_D02,0.036117051,MRK_t1_L3_U64_U32_U32_B64_D02,0.016792743,ABBV_t1_L3_U64_U32_U32_B64_D02,0.054423038,LLY_t1_L3_U64_U32_U32_B64_D02,0.007666597,UPS_t1_L3_U64_U32_U32_B64_D02,0.032840099,CAT_t1_L3_U64_U32_U32_B64_D02,0.013193396
AAPL_t1_L3_U64_U32_U16_B64_D02,0.038274702,MSFT_t1_L3_U64_U32_U16_B64_D02,0.019876629,AMZN_t1_L3_U64_U32_U16_B64_D02,0.022235554,GOOGL_t1_L3_U64_U32_U16_B64_D02,0.025844729,BRK-B_t1_L3_U64_U32_U16_B64_D02,0.008553422,TSLA_t1_L3_U64_U32_U16_B64_D02,0.023558792,NVDA_t1_L3_U64_U32_U16_B64_D02,0.033139173,GOOG_t1_L3_U64_U32_U16_B64_D02,0.017457047,UNH_t1_L3_U64_U32_U16_B64_D02,0.024408277,JPM_t1_L3_U64_U32_U16_B64_D02,0.019483812,AVGO_t1_L3_U64_U32_U16_B64_D02,0.013031507,V_t1_L3_U64_U32_U16_B64_D02,0.027815463,BAC_t1_L3_U64_U32_U16_B64_D02,0.012118164,HD_t1_L3_U64_U32_U16_B64_D02,0.013031507,MA_t1_L3_U64_U32_U16_B64_D02,0.039684396,MRK_t1_L3_U64_U32_U16_B64_D02,0.014961646,ABBV_t1_L3_U64_U32_U16_B64_D02,0.010040616,LLY_t1_L3_U64_U32_U16_B64_D02,0.016157825,UPS_t1_L3_U64_U32_U16_B64_D02,0.020888044,CAT_t1_L3_U64_U32_U16_B64_D02,0.016009279
AAPL_t1_L3_U32_U32_U32_B64_D02,0.029170524,MSFT_t1_L3_U32_U32_U32_B64_D02,0.019575184,AMZN_t1_L3_U32_U32_U32_B64_D02,0.035200067,GOOGL_t1_L3_U32_U32_U32_B64_D02,0.015308329,BRK-B_t1_L3_U32_U32_U32_B64_D02,0.012103668,TSLA_t1_L3_U32_U32_U32_B64_D02,0.027826058,NVDA_t1_L3_U32_U32_U32_B64_D02,0.077172928,GOOG_t1_L3_U32_U32_U32_B64_D02,0.01998255,UNH_t1_L3_U32_U32_U32_B64_D02,0.037573174,JPM_t1_L3_U32_U32_U32_B64_D02,0.018571392,AVGO_t1_L3_U32_U32_U32_B64_D02,0.016884411,V_t1_L3_U32_U32_U32_B64_D02,0.028595882,BAC_t1_L3_U32_U32_U32_B64_D02,0.018621167,HD_t1_L3_U32_U32_U32_B64_D02,0.016884411,MA_t1_L3_U32_U32_U32_B64_D02,0.032598101,MRK_t1_L3_U32_U32_U32_B64_D02,0.039885979,ABBV_t1_L3_U32_U32_U32_B64_D02,0.019540148,LLY_t1_L3_U32_U32_U32_B64_D02,0.026936447,UPS_t1_L3_U32_U32_U32_B64_D02,0.009008869,CAT_t1_L3_U32_U32_U32_B64_D02,0.016281601
AAPL_t1_L3_U32_U32_U16_B64_D02,0.044406202,MSFT_t1_L3_U32_U32_U16_B64_D02,0.024360621,AMZN_t1_L3_U32_U32_U16_B64_D02,0.019668637,GOOGL_t1_L3_U32_U32_U16_B64_D02,0.026869161,BRK-B_t1_L3_U32_U32_U16_B64_D02,0.999089777,TSLA_t1_L3_U32_U32_U16_B64_D02,0.019892305,NVDA_t1_L3_U32_U32_U16_B64_D02,0.040865239,GOOG_t1_L3_U32_U32_U16_B64_D02,0.020963686,UNH_t1_L3_U32_U32_U16_B64_D02,0.028476402,JPM_t1_L3_U32_U32_U16_B64_D02,0.010224025,AVGO_t1_L3_U32_U32_U16_B64_D02,0.019739022,V_t1_L3_U32_U32_U16_B64_D02,0.024145285,BAC_t1_L3_U32_U32_U16_B64_D02,0.008553422,HD_t1_L3_U32_U32_U16_B64_D02,0.019739022,MA_t1_L3_U32_U32_U16_B64_D02,0.036466178,MRK_t1_L3_U32_U32_U16_B64_D02,0.012142634,ABBV_t1_L3_U32_U32_U16_B64_D02,0.01263581,LLY_t1_L3_U32_U32_U16_B64_D02,0.011522264,UPS_t1_L3_U32_U32_U16_B64_D02,0.02169067,CAT_t1_L3_U32_U32_U16_B64_D02,0.031400777
AAPL_t1_L3_U32_U16_U16_B64_D02,0.032250676,MSFT_t1_L3_U32_U16_U16_B64_D02,0.012372114,AMZN_t1_L3_U32_U16_U16_B64_D02,0.030799907,GOOGL_t1_L3_U32_U16_U16_B64_D02,0.018968605,BRK-B_t1_L3_U32_U16_U16_B64_D02,0.021567415,TSLA_t1_L3_U32_U16_U16_B64_D02,0.023156609,NVDA_t1_L3_U32_U16_U16_B64_D02,0.095306069,GOOG_t1_L3_U32_U16_U16_B64_D02,0.017542744,UNH_t1_L3_U32_U16_U16_B64_D02,0.028204966,JPM_t1_L3_U32_U16_U16_B64_D02,0.013730884,AVGO_t1_L3_U32_U16_U16_B64_D02,0.011394887,V_t1_L3_U32_U16_U16_B64_D02,0.022406932,BAC_t1_L3_U32_U16_U16_B64_D02,0.012103668,HD_t1_L3_U32_U16_U16_B64_D02,0.011394887,MA_t1_L3_U32_U16_U16_B64_D02,0.040476501,MRK_t1_L3_U32_U16_U16_B64_D02,0.035346251,ABBV_t1_L3_U32_U16_U16_B64_D02,0.022770284,LLY_t1_L3_U32_U16_U16_B64_D02,0.009873066,UPS_t1_L3_U32_U16_U16_B64_D02,0.014175722,CAT_t1_L3_U32_U16_U16_B64_D02,0.016661784
AAPL_t1_L3_U32_U16_U8_B64_D02,0.998694062,MSFT_t1_L3_U32_U16_U8_B64_D02,0.999841571,AMZN_t1_L3_U32_U16_U8_B64_D02,0.999017715,GOOGL_t1_L3_U32_U16_U8_B64_D02,0.999529958,BRK-B_t1_L3_U32_U16_U8_B64_D02,0.01747188,TSLA_t1_L3_U32_U16_U8_B64_D02,0.999164581,NVDA_t1_L3_U32_U16_U8_B64_D02,0.999302864,GOOG_t1_L3_U32_U16_U8_B64_D02,0.999788463,UNH_t1_L3_U32_U16_U8_B64_D02,0.999779165,JPM_t1_L3_U32_U16_U8_B64_D02,0.999745727,AVGO_t1_L3_U32_U16_U8_B64_D02,0.999131441,V_t1_L3_U32_U16_U8_B64_D02,0.999601007,BAC_t1_L3_U32_U16_U8_B64_D02,0.999089777,HD_t1_L3_U32_U16_U8_B64_D02,0.999131441,MA_t1_L3_U32_U16_U8_B64_D02,0.999204993,MRK_t1_L3_U32_U16_U8_B64_D02,0.998994589,ABBV_t1_L3_U32_U16_U8_B64_D02,0.999375701,LLY_t1_L3_U32_U16_U8_B64_D02,0.999209821,UPS_t1_L3_U32_U16_U8_B64_D02,0.999129772,CAT_t1_L3_U32_U16_U8_B64_D02,0.999596
AAPL_t1_L3_U16_U16_U16_B64_D02,0.032337204,MSFT_t1_L3_U16_U16_U16_B64_D02,0.011872159,AMZN_t1_L3_U16_U16_U16_B64_D02,0.026424225,GOOGL_t1_L3_U16_U16_U16_B64_D02,0.020709535,BRK-B_t1_L3_U16_U16_U16_B64_D02,0.015184944,TSLA_t1_L3_U16_U16_U16_B64_D02,0.022025095,NVDA_t1_L3_U16_U16_U16_B64_D02,0.036679655,GOOG_t1_L3_U16_U16_U16_B64_D02,0.020633778,UNH_t1_L3_U16_U16_U16_B64_D02,0.035330974,JPM_t1_L3_U16_U16_U16_B64_D02,0.010570665,AVGO_t1_L3_U16_U16_U16_B64_D02,0.017051455,V_t1_L3_U16_U16_U16_B64_D02,0.018411024,BAC_t1_L3_U16_U16_U16_B64_D02,0.021567415,HD_t1_L3_U16_U16_U16_B64_D02,0.017051455,MA_t1_L3_U16_U16_U16_B64_D02,0.04620409,MRK_t1_L3_U16_U16_U16_B64_D02,0.013238393,ABBV_t1_L3_U16_U16_U16_B64_D02,0.026247263,LLY_t1_L3_U16_U16_U16_B64_D02,0.003662191,UPS_t1_L3_U16_U16_U16_B64_D02,0.032238144,CAT_t1_L3_U16_U16_U16_B64_D02,0.020759124
AAPL_t1_L3_U16_U16_U8_B64_D02,0.026820177,MSFT_t1_L3_U16_U16_U8_B64_D02,0.015422015,AMZN_t1_L3_U16_U16_U8_B64_D02,0.043084759,GOOGL_t1_L3_U16_U16_U8_B64_D02,0.033705048,BRK-B_t1_L3_U16_U16_U8_B64_D02,0.018344648,TSLA_t1_L3_U16_U16_U8_B64_D02,0.023973374,NVDA_t1_L3_U16_U16_U8_B64_D02,0.042563975,GOOG_t1_L3_U16_U16_U8_B64_D02,0.028631356,UNH_t1_L3_U16_U16_U8_B64_D02,0.037814487,JPM_t1_L3_U16_U16_U8_B64_D02,0.006337894,AVGO_t1_L3_U16_U16_U8_B64_D02,0.011718623,V_t1_L3_U16_U16_U8_B64_D02,0.031260978,BAC_t1_L3_U16_U16_U8_B64_D02,0.01747188,HD_t1_L3_U16_U16_U8_B64_D02,0.011718623,MA_t1_L3_U16_U16_U8_B64_D02,0.04038604,MRK_t1_L3_U16_U16_U8_B64_D02,0.015941028,ABBV_t1_L3_U16_U16_U8_B64_D02,0.031569313,LLY_t1_L3_U16_U16_U8_B64_D02,0.008857754,UPS_t1_L3_U16_U16_U8_B64_D02,0.022177048,CAT_t1_L3_U16_U16_U8_B64_D02,0.024988549
AAPL_t1_L3_U16_U8_U8_B64_D02,0.033119213,MSFT_t1_L3_U16_U8_U8_B64_D02,0.019131377,AMZN_t1_L3_U16_U8_U8_B64_D02,0.033267967,GOOGL_t1_L3_U16_U8_U8_B64_D02,0.024722261,BRK-B_t1_L3_U16_U8_U8_B64_D02,0.050387941,TSLA_t1_L3_U16_U8_U8_B64_D02,0.028814124,NVDA_t1_L3_U16_U8_U8_B64_D02,0.038673054,GOOG_t1_L3_U16_U8_U8_B64_D02,0.023979666,UNH_t1_L3_U16_U8_U8_B64_D02,0.024926929,JPM_t1_L3_U16_U8_U8_B64_D02,0.011816761,AVGO_t1_L3_U16_U8_U8_B64_D02,0.023733478,V_t1_L3_U16_U8_U8_B64_D02,0.03086908,BAC_t1_L3_U16_U8_U8_B64_D02,0.015184944,HD_t1_L3_U16_U8_U8_B64_D02,0.023733478,MA_t1_L3_U16_U8_U8_B64_D02,0.044291273,MRK_t1_L3_U16_U8_U8_B64_D02,0.011788427,ABBV_t1_L3_U16_U8_U8_B64_D02,0.019174928,LLY_t1_L3_U16_U8_U8_B64_D02,0.009058802,UPS_t1_L3_U16_U8_U8_B64_D02,0.015785517,CAT_t1_L3_U16_U8_U8_B64_D02,0.018397449
AAPL_t1_L3_U8_U8_U8_B64_D02,0.026689494,MSFT_t1_L3_U8_U8_U8_B64_D02,0.01643067,AMZN_t1_L3_U8_U8_U8_B64_D02,0.040879257,GOOGL_t1_L3_U8_U8_U8_B64_D02,0.026949475,BRK-B_t1_L3_U8_U8_U8_B64_D02,0.037430175,TSLA_t1_L3_U8_U8_U8_B64_D02,0.026040269,NVDA_t1_L3_U8_U8_U8_B64_D02,0.038031086,GOOG_t1_L3_U8_U8_U8_B64_D02,0.025980974,UNH_t1_L3_U8_U8_U8_B64_D02,0.025317103,JPM_t1_L3_U8_U8_U8_B64_D02,0.010461221,AVGO_t1_L3_U8_U8_U8_B64_D02,0.010892457,V_t1_L3_U8_U8_U8_B64_D02,0.023705477,BAC_t1_L3_U8_U8_U8_B64_D02,0.018344648,HD_t1_L3_U8_U8_U8_B64_D02,0.010892457,MA_t1_L3_U8_U8_U8_B64_D02,0.049041286,MRK_t1_L3_U8_U8_U8_B64_D02,0.028661035,ABBV_t1_L3_U8_U8_U8_B64_D02,0.028405806,LLY_t1_L3_U8_U8_U8_B64_D02,0.007421725,UPS_t1_L3_U8_U8_U8_B64_D02,0.028035412,CAT_t1_L3_U8_U8_U8_B64_D02,0.022516068
AAPL_t1_L3_U128_U128_U128_B16_D03,0.04934711,MSFT_t1_L3_U128_U128_U128_B16_D03,0.052769333,AMZN_t1_L3_U128_U128_U128_B16_D03,0.084998466,GOOGL_t1_L3_U128_U128_U128_B16_D03,0.053926434,BRK-B_t1_L3_U128_U128_U128_B16_D03,0.068906896,TSLA_t1_L3_U128_U128_U128_B16_D03,0.072032042,NVDA_t1_L3_U128_U128_U128_B16_D03,0.06580808,GOOG_t1_L3_U128_U128_U128_B16_D03,0.095584795,UNH_t1_L3_U128_U128_U128_B16_D03,0.078276686,JPM_t1_L3_U128_U128_U128_B16_D03,0.064041749,AVGO_t1_L3_U128_U128_U128_B16_D03,0.088101119,V_t1_L3_U128_U128_U128_B16_D03,0.038048182,BAC_t1_L3_U128_U128_U128_B16_D03,0.050387941,HD_t1_L3_U128_U128_U128_B16_D03,0.088101119,MA_t1_L3_U128_U128_U128_B16_D03,0.058377843,MRK_t1_L3_U128_U128_U128_B16_D03,0.037395507,ABBV_t1_L3_U128_U128_U128_B16_D03,0.092574455,LLY_t1_L3_U128_U128_U128_B16_D03,0.107573465,UPS_t1_L3_U128_U128_U128_B16_D03,0.029552016,CAT_t1_L3_U128_U128_U128_B16_D03,0.079786889
AAPL_t1_L3_U128_U128_U64_B16_D03,0.04696596,MSFT_t1_L3_U128_U128_U64_B16_D03,0.062280703,AMZN_t1_L3_U128_U128_U64_B16_D03,0.069283426,GOOGL_t1_L3_U128_U128_U64_B16_D03,0.067031711,BRK-B_t1_L3_U128_U128_U64_B16_D03,0.047642149,TSLA_t1_L3_U128_U128_U64_B16_D03,0.04723784,NVDA_t1_L3_U128_U128_U64_B16_D03,0.115010969,GOOG_t1_L3_U128_U128_U64_B16_D03,0.04877146,UNH_t1_L3_U128_U128_U64_B16_D03,0.084848374,JPM_t1_L3_U128_U128_U64_B16_D03,0.038770158,AVGO_t1_L3_U128_U128_U64_B16_D03,0.048969559,V_t1_L3_U128_U128_U64_B16_D03,0.036076367,BAC_t1_L3_U128_U128_U64_B16_D03,0.037430175,HD_t1_L3_U128_U128_U64_B16_D03,0.048969559,MA_t1_L3_U128_U128_U64_B16_D03,0.050643899,MRK_t1_L3_U128_U128_U64_B16_D03,0.045036335,ABBV_t1_L3_U128_U128_U64_B16_D03,0.072431594,LLY_t1_L3_U128_U128_U64_B16_D03,0.076090708,UPS_t1_L3_U128_U128_U64_B16_D03,0.049095545,CAT_t1_L3_U128_U128_U64_B16_D03,0.046865813
AAPL_t1_L3_U128_U64_U64_B16_D03,0.04550932,MSFT_t1_L3_U128_U64_U64_B16_D03,0.092587262,AMZN_t1_L3_U128_U64_U64_B16_D03,0.052008923,GOOGL_t1_L3_U128_U64_U64_B16_D03,0.051969424,BRK-B_t1_L3_U128_U64_U64_B16_D03,0.035165656,TSLA_t1_L3_U128_U64_U64_B16_D03,0.066638619,NVDA_t1_L3_U128_U64_U64_B16_D03,0.083566397,GOOG_t1_L3_U128_U64_U64_B16_D03,0.092033163,UNH_t1_L3_U128_U64_U64_B16_D03,0.096545532,JPM_t1_L3_U128_U64_U64_B16_D03,0.050229173,AVGO_t1_L3_U128_U64_U64_B16_D03,0.080287896,V_t1_L3_U128_U64_U64_B16_D03,0.038451232,BAC_t1_L3_U128_U64_U64_B16_D03,0.068906896,HD_t1_L3_U128_U64_U64_B16_D03,0.080287896,MA_t1_L3_U128_U64_U64_B16_D03,0.064275198,MRK_t1_L3_U128_U64_U64_B16_D03,0.074568883,ABBV_t1_L3_U128_U64_U64_B16_D03,0.167683855,LLY_t1_L3_U128_U64_U64_B16_D03,0.074936509,UPS_t1_L3_U128_U64_U64_B16_D03,0.060110986,CAT_t1_L3_U128_U64_U64_B16_D03,0.083050333
AAPL_t1_L3_U64_U64_U64_B16_D03,0.06148199,MSFT_t1_L3_U64_U64_U64_B16_D03,0.043880302,AMZN_t1_L3_U64_U64_U64_B16_D03,0.11495056,GOOGL_t1_L3_U64_U64_U64_B16_D03,0.042783439,BRK-B_t1_L3_U64_U64_U64_B16_D03,0.079423919,TSLA_t1_L3_U64_U64_U64_B16_D03,0.065449096,NVDA_t1_L3_U64_U64_U64_B16_D03,0.099447474,GOOG_t1_L3_U64_U64_U64_B16_D03,0.05335987,UNH_t1_L3_U64_U64_U64_B16_D03,0.075281702,JPM_t1_L3_U64_U64_U64_B16_D03,0.072666518,AVGO_t1_L3_U64_U64_U64_B16_D03,0.051437728,V_t1_L3_U64_U64_U64_B16_D03,0.063621148,BAC_t1_L3_U64_U64_U64_B16_D03,0.047642149,HD_t1_L3_U64_U64_U64_B16_D03,0.051437728,MA_t1_L3_U64_U64_U64_B16_D03,0.063395076,MRK_t1_L3_U64_U64_U64_B16_D03,0.130724698,ABBV_t1_L3_U64_U64_U64_B16_D03,0.0247092,LLY_t1_L3_U64_U64_U64_B16_D03,0.049776856,UPS_t1_L3_U64_U64_U64_B16_D03,0.040901754,CAT_t1_L3_U64_U64_U64_B16_D03,0.038713213
AAPL_t1_L3_U64_U64_U32_B16_D03,0.052084312,MSFT_t1_L3_U64_U64_U32_B16_D03,0.04352593,AMZN_t1_L3_U64_U64_U32_B16_D03,0.072861679,GOOGL_t1_L3_U64_U64_U32_B16_D03,0.05638925,BRK-B_t1_L3_U64_U64_U32_B16_D03,0.054120157,TSLA_t1_L3_U64_U64_U32_B16_D03,0.070200294,NVDA_t1_L3_U64_U64_U32_B16_D03,0.065153576,GOOG_t1_L3_U64_U64_U32_B16_D03,0.055467583,UNH_t1_L3_U64_U64_U32_B16_D03,0.129019603,JPM_t1_L3_U64_U64_U32_B16_D03,0.036309402,AVGO_t1_L3_U64_U64_U32_B16_D03,0.047086433,V_t1_L3_U64_U64_U32_B16_D03,0.027684692,BAC_t1_L3_U64_U64_U32_B16_D03,0.035165656,HD_t1_L3_U64_U64_U32_B16_D03,0.047086433,MA_t1_L3_U64_U64_U32_B16_D03,0.066348098,MRK_t1_L3_U64_U64_U32_B16_D03,0.065130524,ABBV_t1_L3_U64_U64_U32_B16_D03,0.077196047,LLY_t1_L3_U64_U64_U32_B16_D03,0.092804968,UPS_t1_L3_U64_U64_U32_B16_D03,0.06494204,CAT_t1_L3_U64_U64_U32_B16_D03,0.086993642
AAPL_t1_L3_U64_U32_U32_B16_D03,0.078722373,MSFT_t1_L3_U64_U32_U32_B16_D03,0.068151407,AMZN_t1_L3_U64_U32_U32_B16_D03,0.076120034,GOOGL_t1_L3_U64_U32_U32_B16_D03,0.053967193,BRK-B_t1_L3_U64_U32_U32_B16_D03,0.070086226,TSLA_t1_L3_U64_U32_U32_B16_D03,0.055812992,NVDA_t1_L3_U64_U32_U32_B16_D03,0.108552501,GOOG_t1_L3_U64_U32_U32_B16_D03,0.082025781,UNH_t1_L3_U64_U32_U32_B16_D03,0.05553278,JPM_t1_L3_U64_U32_U32_B16_D03,0.062746353,AVGO_t1_L3_U64_U32_U32_B16_D03,0.06059058,V_t1_L3_U64_U32_U32_B16_D03,0.072979562,BAC_t1_L3_U64_U32_U32_B16_D03,0.079423919,HD_t1_L3_U64_U32_U32_B16_D03,0.06059058,MA_t1_L3_U64_U32_U32_B16_D03,0.074312545,MRK_t1_L3_U64_U32_U32_B16_D03,0.089067809,ABBV_t1_L3_U64_U32_U32_B16_D03,0.059437398,LLY_t1_L3_U64_U32_U32_B16_D03,0.103423916,UPS_t1_L3_U64_U32_U32_B16_D03,0.05261407,CAT_t1_L3_U64_U32_U32_B16_D03,0.042287927
